@relation gaussian.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attrb1 numeric
@attribute attrb2 numeric
@attribute class {1,2,3,4}

@data
0.707895,0.680719,2
0.662913,0.742921,2
0.667855,0.679074,2
0.422995,0.373455,1
0.652714,0.274156,3
0.601349,0.304835,3
0.722729,0.732465,2
0.70595,0.230531,3
0.406263,0.54086,1
0.281442,0.318623,1
0.653423,0.606644,2
0.709464,0.638376,2
0.717077,0.308119,3
0.699724,0.407741,3
0.421806,0.524901,1
0.709485,0.284803,3
0.749456,0.27357,3
0.791701,0.335987,3
0.793662,0.644914,2
0.733131,0.336723,3
0.726723,0.244334,3
0.607773,0.703102,2
0.708286,0.33363,3
0.726149,0.727901,2
0.761199,0.289355,3
0.727797,0.235268,3
0.717958,0.606232,2
0.358512,0.396006,1
0.31709,0.499731,1
0.358033,0.323366,1
0.641529,0.692862,2
0.69707,0.627346,2
0.691846,0.343141,3
0.632561,0.24288,3
0.674832,0.700937,2
0.378665,0.52831,1
0.713573,0.392662,3
0.319941,0.384898,1
0.356578,0.464332,1
0.782159,0.554563,2
0.742005,0.673625,2
0.351729,0.533126,1
0.577516,0.497655,1
0.775923,0.587527,2
0.654116,0.350301,3
0.391299,0.581988,1
0.485419,0.680528,1
0.315546,0.584064,1
0.397483,0.451047,1
0.287197,0.267391,1
0.748215,0.633573,2
0.691747,0.693771,2
0.640262,0.364794,3
0.689734,0.286179,3
0.618269,0.403823,1
0.703447,0.706374,2
0.478797,0.518094,1
0.694093,0.677812,2
0.670343,0.358848,3
0.650565,0.401568,3
0.760281,0.173006,3
0.702185,0.267798,3
0.731186,0.69587,2
0.79349,0.300624,3
0.809502,0.638011,2
0.720685,0.374442,3
0.688785,0.321649,3
0.675202,0.670461,2
0.381314,0.388116,1
0.507485,0.598025,1
0.712905,0.645979,2
0.659883,0.672148,2
0.871628,0.258228,3
0.741891,0.255739,3
0.544276,0.4908,4
0.486524,0.531062,4
0.670744,0.178614,3
0.725336,0.73024,2
0.621502,0.452232,4
0.512527,0.568004,4
0.670071,0.722105,2
0.390261,0.422246,1
0.756615,0.690906,2
0.679108,0.344864,3
0.529462,0.448673,4
0.525802,0.39725,1
0.665759,0.660765,2
0.307703,0.479489,1
0.374426,0.301576,1
0.550001,0.432983,1
0.734252,0.662517,2
0.74041,0.66223,2
0.723944,0.399642,3
0.667042,0.304686,3
0.594248,0.448517,4
0.518779,0.460719,4
0.410805,0.385855,1
0.60782,0.515289,1
0.721775,0.747569,2
0.574982,0.406671,4
0.489559,0.504396,4
0.699338,0.574111,2
0.68197,0.26763,3
0.805571,0.268079,3
0.51808,0.440017,4
0.648005,0.346718,3
0.814847,0.749722,2
0.725977,0.606375,2
0.284258,0.414506,1
0.338908,0.450736,1
0.637744,0.677459,2
0.777873,0.670628,2
0.684212,0.336292,3
0.646587,0.354027,3
0.65432,0.433719,4
0.547394,0.478646,4
0.380015,0.30971,1
0.513747,0.451592,1
0.584158,0.549323,1
0.733022,0.333989,3
0.506525,0.54132,4
0.443263,0.390957,1
0.391231,0.421612,1
0.716441,0.28341,3
0.796717,0.642665,2
0.722849,0.587952,2
0.324627,0.467126,1
0.603195,0.449911,4
0.337209,0.607882,1
0.399099,0.467197,1
0.746881,0.607912,2
0.699495,0.656895,2
0.79314,0.206279,3
0.62207,0.339283,3
0.512689,0.530099,4
0.617206,0.457669,4
0.7084,0.605418,2
0.538952,0.598976,4
0.329437,0.527748,1
0.29962,0.491674,1
0.677168,0.380071,3
0.644866,0.606549,2
0.677225,0.643012,2
0.551487,0.518764,4
0.542122,0.345223,1
0.78631,0.633645,2
0.66674,0.384019,3
0.536663,0.515983,4
0.460281,0.32351,1
0.625282,0.335556,1
0.758164,0.588293,2
0.763154,0.609222,2
0.681443,0.2697,3
0.59612,0.301019,3
0.566608,0.523065,4
0.517512,0.560551,4
0.521537,0.489622,4
0.739524,0.644615,2
0.288374,0.742412,1
0.464588,0.52514,4
0.613988,0.45411,4
0.516208,0.457172,1
0.578115,0.552871,4
0.768618,0.458955,2
0.687909,0.7133,2
0.450938,0.340162,1
0.414694,0.444557,1
0.518539,0.524291,4
0.312753,0.457184,1
0.506739,0.388409,1
0.724027,0.632915,2
0.710736,0.617584,2
0.719913,0.176029,3
0.693718,0.299087,3
0.625157,0.560102,4
0.510003,0.474076,4
0.539781,0.517418,4
0.487025,0.481499,1
0.692623,0.232869,3
0.649643,0.686126,2
0.755938,0.296043,3
0.522924,0.580272,4
0.512167,0.312982,1
0.51893,0.538629,4
0.396878,0.497667,1
0.670035,0.272499,3
0.43784,0.2793,1
0.732391,0.298094,3
0.406534,0.482061,1
0.499606,0.52459,1
0.714657,0.643628,2
0.722786,0.658259,2
0.743804,0.350504,3
0.756313,0.234498,3
0.574033,0.56149,4
0.611851,0.540058,4
0.539573,0.558541,4
0.466549,0.432247,4
0.337272,0.515779,1
0.679639,0.736628,2
0.679598,0.542277,2
0.475564,0.518543,4
0.704636,0.60851,2
0.494736,0.419238,4
0.690761,0.550819,2
0.544213,0.524363,4
0.613191,0.500802,4
0.504747,0.510192,4
0.415534,0.542457,1
0.40435,0.607009,1
0.740233,0.803208,2
0.694401,0.693789,2
0.678419,0.316356,3
0.806353,0.253759,3
0.509717,0.492864,4
0.480455,0.480686,4
0.66395,0.185622,3
0.474229,0.498594,4
0.639866,0.610269,2
0.716326,0.337243,3
0.697399,0.615048,2
0.709506,0.725108,2
0.635799,0.320549,3
0.744925,0.280987,3
0.714673,0.296025,3
0.77218,0.247578,3
0.532664,0.626305,4
0.577583,0.549652,4
0.473249,0.308508,1
0.366479,0.48111,1
0.745155,0.653856,2
0.650237,0.723936,2
0.759655,0.356564,3
0.636378,0.285641,3
0.448529,0.416181,4
0.521803,0.448182,4
0.701977,0.244461,3
0.568881,0.477964,4
0.608013,0.472264,4
0.788703,0.363831,3
0.607314,0.355989,3
0.736953,0.280419,3
0.521829,0.463016,4
0.731337,0.613182,2
0.394177,0.270442,1
0.731765,0.262116,3
0.698598,0.603761,2
0.301554,0.481499,1
0.407968,0.489473,1
0.296202,0.160192,1
0.757596,0.645028,2
0.561055,0.662655,2
0.675395,0.365219,3
0.753836,0.283667,3
0.650028,0.500275,4
0.560711,0.545262,4
0.490534,0.326566,1
0.743893,0.560198,2
0.519514,0.49546,1
0.729398,0.695326,2
0.575696,0.507537,4
0.619103,0.705118,2
0.515744,0.481212,4
0.727521,0.343889,3
0.5529,0.555359,4
0.452497,0.378354,1
0.627472,0.323199,3
0.655675,0.196182,3
0.320877,0.273534,1
0.249487,0.416809,1
0.673607,0.661554,2
0.704771,0.584896,2
0.737521,0.281914,3
0.650414,0.274796,3
0.616444,0.469997,4
0.503658,0.460749,4
0.315154,0.425907,1
0.55059,0.48123,4
0.635429,0.630487,2
0.38403,0.298507,1
0.722176,0.695374,2
0.687753,0.620862,2
0.715747,0.576192,2
0.430014,0.523633,1
0.458968,0.555879,4
0.459098,0.395258,1
0.791326,0.560174,2
0.400147,0.616771,1
0.501765,0.36882,1
0.374035,0.460151,1
0.718401,0.603325,2
0.77742,0.567023,2
0.650487,0.28085,3
0.616111,0.323552,3
0.618139,0.542846,4
0.551993,0.513626,4
0.675479,0.588,2
0.562817,0.619307,2
0.40569,0.322965,1
0.510394,0.499527,4
0.718073,0.707875,2
0.720654,0.241955,3
0.627311,0.446328,4
0.753336,0.351222,3
0.661447,0.285102,3
0.55192,0.600782,4
0.705392,0.564511,2
0.524525,0.498606,4
0.332078,0.46124,1
0.512271,0.266327,1
0.790982,0.619349,2
0.731416,0.616615,2
0.77207,0.304548,3
0.679645,0.356211,3
0.584763,0.461557,4
0.465798,0.526259,4
0.673909,0.734876,2
0.700173,0.262528,3
0.763978,0.334324,3
0.503027,0.527359,4
0.706675,0.337817,3
0.698749,0.430471,3
0.261192,0.336771,1
0.783698,0.68685,2
0.481081,0.444815,1
0.287774,0.672614,1
0.786398,0.579285,2
0.265564,0.52249,1
0.321976,0.482767,1
0.374812,0.295869,1
0.752851,0.652654,2
0.716211,0.488844,2
0.773186,0.258132,3
0.691022,0.360069,3
0.537878,0.562716,4
0.56179,0.511568,4
0.653564,0.564229,2
0.599816,0.246119,3
0.713974,0.371093,3
0.676401,0.59321,2
0.497442,0.512148,4
0.336244,0.352143,1
0.696893,0.575774,2
0.520244,0.559271,4
0.760959,0.534776,2
0.648422,0.307413,3
0.473671,0.289774,1
0.750212,0.34103,3
0.556498,0.380591,1
0.445849,0.317139,1
0.67016,0.531714,2
0.700996,0.566191,2
0.766611,0.357957,3
0.602006,0.340025,3
0.698687,0.476176,4
0.518758,0.507764,4
0.774411,0.327188,3
0.533436,0.440323,1
0.305116,0.610131,1
0.655055,0.24314,3
0.733527,0.672746,2
0.361724,0.506747,1
0.445041,0.53428,1
0.305896,0.538527,1
0.669237,0.500377,4
0.691606,0.493624,2
0.70986,0.448559,4
0.649413,0.269114,3
0.482061,0.473394,1
0.422959,0.605897,1
0.680667,0.519613,2
0.782384,0.617662,2
0.651076,0.180245,3
0.727422,0.314525,3
0.654132,0.635906,4
0.594503,0.465158,4
0.48192,0.543892,4
0.420472,0.464548,1
0.725414,0.527156,2
0.736854,0.682645,2
0.599321,0.542923,4
0.596688,0.540543,4
0.695902,0.697091,2
0.695428,0.473562,2
0.522767,0.550155,4
0.442069,0.518004,4
0.395971,0.535022,1
0.764171,0.2711,3
0.348553,0.637772,1
0.308882,0.48522,1
0.678398,0.567262,2
0.901922,0.49433,2
0.769791,0.333666,3
0.666453,0.289242,3
0.501494,0.520702,4
0.48727,0.412879,4
0.235292,0.381991,1
0.449452,0.284289,3
0.381762,0.416199,1
0.664127,0.622902,2
0.587438,0.534059,4
0.775355,0.670371,2
0.658741,0.295815,3
0.751928,0.604012,2
0.52416,0.510049,4
0.420972,0.515899,1
0.247052,0.517065,1
0.780991,0.670963,2
0.548729,0.283057,1
0.243239,0.429239,1
0.691163,0.690983,2
0.661859,0.606184,2
0.686162,0.35301,3
0.566978,0.377834,3
0.606506,0.536403,4
0.576994,0.438684,4
0.514117,0.562214,4
0.518335,0.466067,4
0.572729,0.472078,4
0.638636,0.560593,2
0.611538,0.338493,3
0.7068,0.452513,2
0.671657,0.722566,2
0.524139,0.611429,4
0.742913,0.356049,3
0.631487,0.352574,3
0.507923,0.617339,4
0.458269,0.228752,1
0.365494,0.411659,1
0.317604,0.377816,1
0.707149,0.620749,2
0.669941,0.581809,2
0.54158,0.344876,3
0.63667,0.378492,3
0.540063,0.590805,4
0.440916,0.516527,4
0.76756,0.510007,2
0.538973,0.486877,4
0.780741,0.635918,2
0.723099,0.496668,2
0.281937,0.29627,1
0.737427,0.659551,2
0.570487,0.540393,4
0.592032,0.595925,4
0.353814,0.534184,1
0.649309,0.538383,4
0.687674,0.596625,2
0.361521,0.332458,1
0.438017,0.485878,1
0.597011,0.313556,1
0.674973,0.485232,2
0.682413,0.54973,2
0.794689,0.301803,3
0.534875,0.346969,3
0.601704,0.597361,4
0.613535,0.540662,4
0.667809,0.378522,3
0.76427,0.299404,3
0.373659,0.562405,1
0.80129,0.631312,2
0.795627,0.685618,2
0.667188,0.680952,2
0.481315,0.488743,4
0.818288,0.289457,3
0.409089,0.510862,1
0.429205,0.40164,1
0.386554,0.382852,1
0.735201,0.404499,2
0.425034,0.500778,1
0.565195,0.528789,1
0.615996,0.72948,2
0.617273,0.685385,2
0.671318,0.207825,3
0.730931,0.34036,3
0.474412,0.499868,4
0.519868,0.56088,4
0.862973,0.219084,3
0.564725,0.448828,1
0.633614,0.489485,4
0.337547,0.380023,1
0.466987,0.4975,1
0.558442,0.500329,4
0.565612,0.528867,4
0.613743,0.572047,2
0.615756,0.606632,4
0.705319,0.539281,2
0.577938,0.328708,1
0.808527,0.623105,2
0.316936,0.424268,1
0.311915,0.458273,1
0.750948,0.491602,2
0.75539,0.505174,2
0.566436,0.301647,3
0.765552,0.321691,3
0.478265,0.619014,4
0.592934,0.616502,4
0.33286,0.33576,1
0.554063,0.618332,4
0.568141,0.592115,4
0.714496,0.653336,2
0.217955,0.340742,1
0.778974,0.365267,3
0.730201,0.624852,2
0.789579,0.211214,3
0.724074,0.685283,2
0.672851,0.513309,2
0.327629,0.260704,1
0.615068,0.374819,3
0.480351,0.469512,1
0.407249,0.449271,1
0.666797,0.635804,2
0.641801,0.611603,2
0.522632,0.325699,3
0.774531,0.259759,3
0.58262,0.507052,4
0.58042,0.487277,4
0.633948,0.63986,2
0.558833,0.5383,4
0.721159,0.674516,2
0.532507,0.589035,4
0.714287,0.442649,3
0.774651,0.53553,2
0.476054,0.664497,4
0.565278,0.523651,4
0.753972,0.280772,3
0.657745,0.313102,3
0.558349,0.470015,4
0.501854,0.506855,4
0.284985,0.272302,1
0.443419,0.443355,1
0.759739,0.619612,2
0.709365,0.472389,2
0.706998,0.323893,3
0.68672,0.318228,3
0.503793,0.512663,4
0.351911,0.560198,4
0.607267,0.324652,3
0.291557,0.434688,1
0.668742,0.510791,4
0.780397,0.357515,3
0.296811,0.438558,1
0.477671,0.52197,1
0.850303,0.601931,2
0.317347,0.42827,1
0.634793,0.519757,2
0.383931,0.624062,4
0.306369,0.394361,1
0.603967,0.367575,3
0.37258,0.377583,1
0.251848,0.488575,1
0.74856,0.508643,2
0.700501,0.542253,2
0.785971,0.311457,3
0.737537,0.268869,3
0.572943,0.496064,4
0.421666,0.505306,4
0.648589,0.317552,3
0.445943,0.478784,1
0.610255,0.759041,4
0.454306,0.345462,1
0.643782,0.293339,3
0.45987,0.593736,4
0.555747,0.259035,3
0.578334,0.512543,2
0.514295,0.594807,4
0.492176,0.402549,1
0.454692,0.222306,3
0.689259,0.67673,2
0.405664,0.48007,1
0.366459,0.591403,1
0.659508,0.634566,2
0.74845,0.68045,2
0.717202,0.279839,3
0.53367,0.326835,3
0.589039,0.574117,4
0.468024,0.519745,4
0.731317,0.166614,3
0.551617,0.537205,4
0.611548,0.551716,4
0.72811,0.569816,2
0.554172,0.597546,4
0.550162,0.521701,4
0.484976,0.382786,1
0.578819,0.3577,3
0.580597,0.360816,1
0.57226,0.412879,4
0.536501,0.193267,3
0.625736,0.283583,3
0.212851,0.513698,1
0.475621,0.331136,1
0.731614,0.532587,2
0.786581,0.548337,2
0.742689,0.429945,3
0.678534,0.30389,3
0.49021,0.576779,4
0.454259,0.5543,4
0.477811,0.379263,1
0.669858,0.156335,3
0.515306,0.636917,4
0.699057,0.680594,2
0.576561,0.530727,4
0.813215,0.256732,3
0.727614,0.423724,2
0.653584,0.40414,3
0.581713,0.321225,3
0.401727,0.351246,1
0.535652,0.513686,4
0.670682,0.28018,3
0.339201,0.354039,1
0.471184,0.441854,1
0.730435,0.600071,2
0.684389,0.561155,2
0.519597,0.363729,3
0.584612,0.321422,3
0.537805,0.597798,4
0.574319,0.620162,4
0.445067,0.581504,4
0.71021,0.305033,3
0.734951,0.644681,2
0.748142,0.293106,3
0.445223,0.399523,1
0.292171,0.429227,1
0.371751,0.211235,1
0.499017,0.622447,4
0.493636,0.512178,4
0.483495,0.576174,4
0.73261,0.341538,3
0.738627,0.599353,2
0.30707,0.379227,1
0.475251,0.52319,1
0.749675,0.585637,2
0.763274,0.487026,2
0.741948,0.233193,3
0.656744,0.290528,3
0.478166,0.563811,4
0.584409,0.555215,4
0.685088,0.300499,3
0.421812,0.359453,1
0.548682,0.61719,4
0.501671,0.345904,3
0.608248,0.157289,3
0.413678,0.515097,1
0.645091,0.564211,2
0.860783,0.318318,2
0.336613,0.296988,1
0.683435,0.505114,3
0.479537,0.247861,3
0.660926,0.618153,2
0.509414,0.468364,1
0.454577,0.32403,1
0.81102,0.511173,2
0.731108,0.555658,2
0.73542,0.435675,3
0.726134,0.371721,3
0.596813,0.563392,4
0.592803,0.490244,4
0.577172,0.465726,4
0.711326,0.507208,2
0.766011,0.405809,3
0.695631,0.382344,3
0.513142,0.63593,4
0.796613,0.619995,2
0.804252,0.542235,2
0.647588,0.663558,2
0.636383,0.704478,2
0.753659,0.282919,3
0.691037,0.208681,3
0.434112,0.237611,1
0.418016,0.351802,1
0.330148,0.526803,1
0.67904,0.620856,2
0.74127,0.548307,2
0.757507,0.344128,3
0.479417,0.393081,3
0.590874,0.607452,4
0.524452,0.466683,4
0.645581,0.694525,2
0.64531,0.60662,2
0.52552,0.522496,4
0.739993,0.542708,2
0.445155,0.439659,1
0.567943,0.577742,4
0.6491,0.431996,2
0.6939,0.578406,2
0.578798,0.489897,4
0.771319,0.374723,3
0.60697,0.255183,3
0.644647,0.550364,2
0.412301,0.449385,1
0.411269,0.428802,1
0.747751,0.610323,2
0.61852,0.585093,2
0.507985,0.435705,3
0.716879,0.406198,3
0.627738,0.447823,4
0.586145,0.511449,4
0.761449,0.546536,2
0.515989,0.59763,4
0.640669,0.6015,4
0.463248,0.418418,1
0.701122,0.504648,2
0.563672,0.57066,4
0.491045,0.291814,3
0.323986,0.398572,1
0.610339,0.420805,3
0.338983,0.318467,1
0.583825,0.586564,4
0.660587,0.296336,3
0.372627,0.4471,1
0.326175,0.302658,1
0.744023,0.513273,2
0.676704,0.542953,2
0.529155,0.268097,3
0.590775,0.312091,3
0.576515,0.556041,4
0.517293,0.502722,4
0.25212,0.337859,1
0.816359,0.472102,2
0.656447,0.312468,3
0.744691,0.207183,3
0.64337,0.452214,2
0.695751,0.676879,2
0.658898,0.585817,2
0.771872,0.400809,2
0.361119,0.379586,1
0.532361,0.529196,4
0.794371,0.511066,2
0.546257,0.193786,1
0.487181,0.430561,1
0.354659,0.467437,1
0.644642,0.452405,2
0.713808,0.376619,2
0.429247,0.260339,3
0.689343,0.343087,3
0.623989,0.516318,4
0.584174,0.712032,4
0.688978,0.362407,2
0.645278,0.615377,2
0.388525,0.55707,1
0.498683,0.560419,4
0.542659,0.555293,4
0.542524,0.577239,4
0.77657,0.582605,2
0.651629,0.556848,2
0.839718,0.479567,2
0.506604,0.564624,4
0.745322,0.369244,3
0.684311,0.554611,2
0.390146,0.384521,1
0.217387,0.332661,1
0.759994,0.478778,2
0.731233,0.533329,2
0.636858,0.236532,3
0.661249,0.321889,3
0.625032,0.689093,4
0.558995,0.511622,4
0.721566,0.506562,2
0.713297,0.473113,2
0.523351,0.570462,4
0.739049,0.318192,3
0.634803,0.135146,3
0.726009,0.537869,2
0.374577,0.365978,1
0.529045,0.360523,3
0.634151,0.710011,2
0.459515,0.398661,1
0.664748,0.44424,2
0.377742,0.468735,1
0.357172,0.518925,1
0.375119,0.316057,1
0.708192,0.608666,2
0.700386,0.589089,2
0.645252,0.346718,3
0.717603,0.296282,3
0.630324,0.550675,4
0.547957,0.564875,4
0.43345,0.423215,1
0.279148,0.294033,1
0.705381,0.672471,2
0.290751,0.429311,1
0.806744,0.645273,2
0.377095,0.350397,1
0.624172,0.4968,2
0.53428,0.628549,4
0.604295,0.488545,4
0.732192,0.366535,2
0.740452,0.615557,2
0.699583,0.667368,2
0.391794,0.398308,1
0.419512,0.359925,1
0.77365,0.434126,2
0.625559,0.449672,2
0.809862,0.334976,3
0.731249,0.460044,3
0.566112,0.606088,4
0.576916,0.614378,4
0.730482,0.285701,3
0.594842,0.177688,3
0.695621,0.374233,2
0.736411,0.507525,2
0.381736,0.233892,1
0.471659,0.483503,1
0.575978,0.643676,4
0.710507,0.269796,3
0.786232,0.292711,3
0.57726,0.339223,3
0.612998,0.292466,3
0.712905,0.462251,2
0.367966,0.301468,1
0.489929,0.297167,1
0.734096,0.453386,2
0.643365,0.526642,2
0.710517,0.180513,3
0.594769,0.300134,3
0.543191,0.72826,4
0.511041,0.630558,4
0.659904,0.563123,4
0.573219,0.671944,4
0.504471,0.419549,1
0.305787,0.361319,1
0.599962,0.617243,4
0.598247,0.631599,4
0.377361,0.472934,1
0.562202,0.491106,4
0.793975,0.58992,2
0.416342,0.574936,4
0.423506,0.312282,1
0.585368,0.225377,3
0.332713,0.426374,1
0.435958,0.278331,1
0.655352,0.613356,2
0.755865,0.657224,2
0.629699,0.357921,3
0.731478,0.250996,3
0.525766,0.580242,4
0.6094,0.645967,4
0.561733,0.600268,4
0.619291,0.698508,4
0.346551,0.222601,1
0.831167,0.338511,3
0.318583,0.446669,1
0.52734,0.637228,4
0.289584,0.292298,1
0.739544,0.358681,2
0.742125,0.411372,2
0.609176,0.592582,4
0.301723,0.353968,1
0.470996,0.392399,3
0.451668,0.326955,1
0.41154,0.366158,1
0.736953,0.58264,2
0.754853,0.505605,2
0.672183,0.327679,3
0.590968,0.317319,3
0.583647,0.63209,4
0.543749,0.549306,4
0.60271,0.661943,4
0.564058,0.595752,4
0.504805,0.660065,4
0.591396,0.519434,4
0.481034,0.230632,3
0.612346,0.684829,4
0.565049,0.207546,3
0.595265,0.523214,4
0.516615,0.603073,4
0.278393,0.338463,1
0.418574,0.314531,1
0.410925,0.424424,1
0.351661,0.314687,1
0.416186,0.35261,1
0.648193,0.505982,2
0.652265,0.568626,2
0.843576,0.267894,3
0.681464,0.266823,3
0.587021,0.770418,4
0.634501,0.680516,4
0.411201,0.54086,4
0.547117,0.585559,4
0.606381,0.684697,4
0.42031,0.731885,4
0.724981,0.371368,2
0.715445,0.323031,3
0.473458,0.623548,4
0.572135,0.52706,4
0.647385,0.323629,3
0.721686,0.580033,2
0.365186,0.339008,1
0.670713,0.295498,3
0.401482,0.340132,1
0.302559,0.37854,1
0.74833,0.507734,2
0.815472,0.502375,2
0.597032,0.365602,3
0.63912,0.275813,3
0.547618,0.63133,4
0.458258,0.681246,4
0.469281,0.417898,1
0.587871,0.313694,3
0.653527,0.621353,4
0.53756,0.672483,4
0.439587,0.353052,1
0.666171,0.225537,3
0.425868,0.290683,1
0.56801,0.567095,4
0.715758,0.299015,3
0.683936,0.312701,3
0.670035,0.196947,3
0.467211,0.572227,4
0.361359,0.450527,1
0.251158,0.291251,1
0.660504,0.528293,2
0.608534,0.312133,2
0.682789,0.278565,3
0.762586,0.317109,3
0.566441,0.572239,4
0.600891,0.693783,4
0.733725,0.487505,2
0.32687,0.396352,1
0.541074,0.569074,4
0.626664,0.211449,3
0.582047,0.532091,4
0.464833,0.349212,1
0.362053,0.427648,1
0.553202,0.589507,4
0.646196,0.357479,3
0.542576,0.674917,4
0.703948,0.531857,2
0.607413,0.594472,4
0.392347,0.24234,1
0.403776,0.308969,1
0.80019,0.343308,2
0.636399,0.567555,2
0.497656,0.304823,3
0.799267,0.350809,3
0.51309,0.616717,4
0.44662,0.562256,4
0.569449,0.337871,3
0.346358,0.36218,1
0.585326,0.304154,3
0.761235,0.317403,3
0.677382,0.329084,3
0.701622,0.395366,2
0.423433,0.349296,3
0.699849,0.324257,3
0.665347,0.412497,3
0.46401,0.388128,1
0.489335,0.389516,3
0.379937,0.394486,1
0.425879,0.439389,1
0.478995,0.45417,1
0.68914,0.287459,2
0.651749,0.430591,2
0.787092,0.350654,3
0.78035,0.401215,3
0.458305,0.67667,4
0.481461,0.58977,4
0.564068,0.382278,2
0.702707,0.417306,2
0.461137,0.276256,1
0.380401,0.300056,1
0.427224,0.340928,1
0.615605,0.312061,3
0.534593,0.361349,3
0.439206,0.588999,4
0.735905,0.599239,2
0.375401,0.214768,1
0.540605,0.216667,3
0.6698,0.408304,2
0.40814,0.318168,1
0.33428,0.275383,1
0.763545,0.57642,2
0.637775,0.560712,2
0.746985,0.257923,3
0.636826,0.330269,3
0.582036,0.581857,4
0.592079,0.561292,4
0.506917,0.629446,4
0.744221,0.466707,2
0.488047,0.483473,4
0.462899,0.396358,1
0.434508,0.32266,1
0.674571,0.349858,3
0.705574,0.469506,2
0.521276,0.611352,4
0.604551,0.508877,4
0.387774,0.337267,1
0.679306,0.273887,3
0.49421,0.70687,4
0.535031,0.308095,1
0.420581,0.274025,1
0.743236,0.533281,2
0.65079,0.52797,2
0.702222,0.278397,3
0.700741,0.321865,3
0.545605,0.727973,4
0.535745,0.711967,4
0.396867,0.25419,1
0.648975,0.225775,3
0.470079,0.382996,3
0.607909,0.67469,4
0.728235,0.421373,2
0.863703,0.290857,3
0.556779,0.519021,4
0.698369,0.21374,3
0.493787,0.330101,1
0.551012,0.357419,1
0.815264,0.502225,2
0.581593,0.550143,4
0.424241,0.318635,1
0.402415,0.193995,1
0.731082,0.513817,2
0.671229,0.476475,2
0.45197,0.345552,3
0.723005,0.446818,3
0.606913,0.673129,4
0.568375,0.665981,4
0.594644,0.615706,4
0.334544,0.394289,1
0.70085,0.473179,2
0.638959,0.729492,4
0.637134,0.415499,2
0.665624,0.28457,3
0.696298,0.351527,3
0.34164,0.281908,1
0.393233,0.413549,1
0.257415,0.430148,1
0.555632,0.285342,3
0.622998,0.337465,3
0.407655,0.219851,1
0.306999,0.378013,1
0.774077,0.458925,2
0.717004,0.393063,2
0.562932,0.349188,3
0.55157,0.260608,3
0.533097,0.68636,4
0.564752,0.586469,4
0.376856,0.319885,3
0.347876,0.464889,1
0.697362,0.503344,2
0.817349,0.402807,3
0.769432,0.602565,2
0.625376,0.444737,2
0.357652,0.429921,1
0.567181,0.313778,3
0.832314,0.301725,3
0.710919,0.362294,3
0.379958,0.274695,1
0.355999,0.461395,1
0.429862,0.402196,1
0.388363,0.455498,1
0.585853,0.328014,2
0.743596,0.299261,2
0.534072,0.270262,3
0.694088,0.332733,3
0.543071,0.642121,4
0.518169,0.599209,4
0.703697,0.292735,2
0.35347,0.219801,1
0.756516,0.230139,3
0.356646,0.354578,1
0.444331,0.319496,3
0.804231,0.380956,3
0.555768,0.577915,4
0.600609,0.675647,4
0.362856,0.427169,1
0.592157,0.631958,4
0.41812,0.415643,1
0.478051,0.611364,4
0.450479,0.192183,1
0.307069,0.329707,1
0.620193,0.588652,2
0.647317,0.608008,2
0.75479,0.271459,3
0.761094,0.343889,3
0.522011,0.767397,4
0.616642,0.659365,4
0.622738,0.437601,2
0.662141,0.484909,2
0.550799,0.602822,4
0.683002,0.324407,3
0.710356,0.533383,2
0.637103,0.645339,2
0.562296,0.585123,4
0.511813,0.353692,3
0.727276,0.514553,2
0.699886,0.617967,2
0.725544,0.414249,2
0.603904,0.291036,3
0.439128,0.276369,1
0.426212,0.435089,1
0.707759,0.279079,2
0.657088,0.460289,2
0.640361,0.299356,3
0.720263,0.304405,3
0.590363,0.579811,4
0.585837,0.703796,4
0.657245,0.471295,2
0.677225,0.434126,2
0.55034,0.548127,4
0.492854,0.565779,4
0.768441,0.606889,2
0.779333,0.403728,3
0.671625,0.563859,2
0.460636,0.695787,4
0.403083,0.290265,1
0.541304,0.58995,4
0.582547,0.185277,3
0.560434,0.639255,4
0.448753,0.317283,1
0.398917,0.27345,1
0.764484,0.411677,2
0.721983,0.663648,2
0.406978,0.264203,3
0.752616,0.280413,3
0.436578,0.706284,4
0.521985,0.566694,4
0.546758,0.701086,4
0.763566,0.461383,2
0.412421,0.196877,3
0.533774,0.599921,4
0.725612,0.559654,2
0.639981,0.382457,3
0.410038,0.378061,1
0.519467,0.651374,4
0.486493,0.261529,1
0.559793,0.282596,3
0.46694,0.234139,3
0.318017,0.380681,1
0.376694,0.305595,1
0.401602,0.386381,1
0.672011,0.246826,2
0.675838,0.612889,2
0.793672,0.387775,3
1,0.330191,3
0.527799,0.667727,4
0.50821,0.708653,4
0.710997,0.343919,3
0.432297,0.378546,1
0.637859,0.260363,3
0.42688,0.303777,3
0.704203,0.367677,2
0.438445,0.288093,3
0.636227,0.426727,2
0.564611,0.693089,4
0.70024,0.245271,2
0.682731,0.524913,2
0.438346,0.496638,1
0.772826,0.346431,3
0.531011,0.227421,1
0.414069,0.330568,1
0.747006,0.633011,2
0.759937,0.463142,2
0.724366,0.326255,3
0.793615,0.363556,3
0.52149,0.475781,4
0.537257,0.59047,4
0.447903,0.212036,1
0.456752,0.632754,4
0.6581,0.513608,2
