@relation 'generators.SEAGenerator -weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
0.552434,0.677731,0.495705,groupB
0.195957,0.909861,0.650798,groupB
0.922419,0.338737,0.995205,groupB
0.871212,0.299485,0.534445,groupB
0.132828,0.79666,0.224327,groupB
0.595083,0.108784,0.340704,groupB
0.070845,0.405753,0.401761,groupA
0.686732,0.674767,0.726548,groupB
0.753263,0.374466,0.952816,groupA
0.531163,0.601608,0.207331,groupB
0.113557,0.411301,0.746855,groupA
0.722553,0.879815,0.897433,groupB
0.182226,0.999112,0.792913,groupB
0.186827,0.787794,0.180438,groupA
0.584122,0.203429,0.541842,groupB
0.159939,0.44902,0.076156,groupA
0.582989,0.543822,0.936224,groupB
0.329284,0.174675,0.142683,groupA
0.738489,0.704125,0.598681,groupB
0.508096,0.447203,0.589249,groupB
0.192235,0.058785,0.360796,groupA
0.110955,0.068687,0.03326,groupA
0.196286,0.557294,0.967266,groupA
0.859361,0.696685,0.793795,groupB
0.282637,0.72089,0.863982,groupB
0.217136,0.639171,0.463959,groupB
0.410199,0.394187,0.193129,groupB
0.734942,0.401594,0.63806,groupB
0.983983,0.84213,0.279079,groupB
0.880854,0.939418,0.876159,groupB
0.266867,0.421054,0.94447,groupA
0.967148,0.924817,0.990488,groupB
0.944151,0.326278,0.939669,groupB
0.963952,0.308384,0.607549,groupB
0.022032,0.951281,0.621062,groupA
0.341765,0.888173,0.086434,groupA
0.368888,0.485628,0.642829,groupB
0.198654,0.667811,0.218478,groupB
0.021002,0.567272,0.850896,groupA
0.082836,0.382038,0.05067,groupA
0.581732,0.907571,0.452661,groupB
0.003995,0.912391,0.337321,groupA
0.045824,0.265733,0.970964,groupA
0.400435,0.899388,0.913619,groupB
0.143511,0.943461,0.679111,groupB
0.041749,0.881717,0.955044,groupB
0.435153,0.021807,0.607719,groupA
0.864998,0.476944,0.183453,groupB
0.624812,0.215579,0.655015,groupB
0.908727,0.228497,0.160128,groupB
0.351096,0.132756,0.205263,groupA
0.110443,0.293887,0.103247,groupA
0.052823,0.376789,0.491132,groupA
0.423713,0.974263,0.434413,groupB
0.213108,0.744693,0.938514,groupB
0.520465,0.802202,0.634243,groupB
0.688913,0.764027,0.664432,groupB
0.756054,0.191108,0.798503,groupB
0.608433,0.524201,0.508244,groupB
0.00414,0.061497,0.808806,groupA
0.318189,0.855238,0.042469,groupB
0.84767,0.275445,0.830145,groupB
0.1352,0.258768,0.200207,groupA
0.530744,0.819933,0.89331,groupB
0.451569,0.837892,0.079704,groupB
0.945221,0.794926,0.187074,groupB
0.083359,0.61473,0.633367,groupB
0.745829,0.574786,0.23338,groupB
0.404492,0.640986,0.360682,groupB
0.614779,0.2067,0.121433,groupB
0.540257,0.573234,0.402137,groupB
0.14105,0.220303,0.326843,groupA
0.898206,0.461238,0.197748,groupB
0.94575,0.559974,0.23064,groupB
0.089114,0.52819,0.382399,groupA
0.967796,0.322878,0.608585,groupB
0.749207,0.855638,0.50234,groupB
0.140095,0.007325,0.561777,groupA
0.396822,0.354304,0.61371,groupB
0.370667,0.767881,0.34183,groupB
0.110149,0.589485,0.894492,groupA
0.756899,0.868867,0.173846,groupB
0.546992,0.239864,0.167722,groupB
0.23971,0.722097,0.508303,groupB
0.192451,0.568338,0.854829,groupB
0.260915,0.58929,0.420934,groupB
0.335002,0.879752,0.26962,groupB
0.627189,0.09472,0.473466,groupB
0.143567,0.770902,0.374163,groupB
0.48292,0.123423,0.893413,groupA
0.0029,0.009459,0.650503,groupA
0.514593,0.038436,0.687995,groupA
0.832918,0.309556,0.849806,groupB
0.199578,0.633892,0.044476,groupB
0.143764,0.857192,0.903861,groupB
0.427074,0.391258,0.657174,groupB
0.391664,0.718462,0.10154,groupA
0.403456,0.402377,0.722864,groupB
0.066676,0.12636,0.705836,groupA
0.235312,0.24651,0.68057,groupB
0.987834,0.692676,0.134286,groupB
0.363382,0.19975,0.870538,groupA
0.591624,0.70649,0.587269,groupB
0.237054,0.274316,0.411816,groupA
0.137299,0.64728,0.309757,groupB
0.235654,0.122864,0.567581,groupA
0.577198,0.62488,0.443998,groupA
0.72096,0.775228,0.519949,groupB
0.859154,0.226484,0.683035,groupB
0.528044,0.856393,0.987343,groupB
0.99937,0.388867,0.806896,groupB
0.057567,0.293707,0.721156,groupA
0.784486,0.867151,0.525963,groupB
0.945863,0.131974,0.054936,groupA
0.852846,0.971921,0.71229,groupB
0.479442,0.568158,0.193496,groupB
0.398574,0.52018,0.242752,groupB
0.159642,0.699365,0.101787,groupA
0.784052,0.321583,0.703307,groupB
0.069699,0.554896,0.053067,groupA
0.508284,0.972233,0.572524,groupB
0.473296,0.66304,0.299473,groupB
0.160622,0.543003,0.417611,groupB
0.716101,0.701404,0.750425,groupB
0.72513,0.917138,0.87661,groupB
0.681525,0.538877,0.417593,groupB
0.201836,0.338675,0.484295,groupA
0.460893,0.802232,0.204596,groupB
0.783091,0.041292,0.486991,groupB
0.077423,0.700707,0.53801,groupB
0.030676,0.984875,0.144154,groupB
0.522703,0.963067,0.411543,groupB
0.277757,0.152445,0.218873,groupA
0.387899,0.079094,0.895856,groupA
0.74503,0.05054,0.44942,groupB
0.432434,0.014084,0.499426,groupA
0.436542,0.552088,0.758368,groupB
0.712142,0.498125,0.411639,groupA
0.254615,0.31291,0.891888,groupA
0.04184,0.304655,0.539779,groupA
0.683648,0.90173,0.367089,groupB
0.4459,0.030469,0.689368,groupA
0.094717,0.315207,0.397877,groupA
0.373306,0.113653,0.301506,groupA
0.534838,0.220644,0.199764,groupB
0.866859,0.282842,0.034593,groupB
0.337169,0.814022,0.333661,groupB
0.304267,0.92258,0.93511,groupB
0.088829,0.080849,0.117151,groupA
0.009761,0.811129,0.201492,groupB
0.196156,0.862825,0.247576,groupB
0.259862,0.793193,0.835104,groupB
0.530063,0.707601,0.669938,groupB
0.694283,0.576768,0.198608,groupB
0.819743,0.509768,0.779543,groupB
0.434111,0.918944,0.620056,groupB
0.434093,0.472508,0.501608,groupB
0.898699,0.803975,0.226,groupB
0.90655,0.413725,0.467622,groupB
0.510122,0.691108,0.923794,groupB
0.695767,0.074724,0.714789,groupB
0.967914,0.036207,0.112855,groupA
0.262545,0.096939,0.043062,groupA
0.50793,0.030444,0.07457,groupA
0.861995,0.679674,0.307924,groupB
0.55941,0.039727,0.973019,groupA
0.768771,0.896627,0.419501,groupB
0.783836,0.242635,0.477997,groupB
0.93986,0.045247,0.031556,groupB
0.480007,0.294309,0.975713,groupB
0.759447,0.903998,0.635661,groupB
0.537647,0.79037,0.766799,groupB
0.114901,0.562104,0.444571,groupA
0.149774,0.671958,0.478459,groupB
0.785145,0.607419,0.914714,groupB
0.57621,0.45153,0.368602,groupB
0.61649,0.500462,0.45399,groupB
0.902099,0.954956,0.412434,groupB
0.664326,0.499163,0.1573,groupB
0.826139,0.713509,0.807895,groupB
0.424835,0.175237,0.67778,groupA
0.536725,0.701411,0.930997,groupB
0.60527,0.356486,0.226174,groupB
0.903183,0.601397,0.728405,groupB
0.959503,0.251511,0.924115,groupB
0.884276,0.652654,0.398161,groupB
0.733522,0.150094,0.421007,groupB
0.316086,0.663718,0.635149,groupB
0.006026,0.820369,0.389586,groupB
0.8043,0.093449,0.828646,groupA
0.301317,0.821403,0.441883,groupA
0.919989,0.539832,0.720214,groupB
0.229419,0.944742,0.65266,groupB
0.269113,0.947764,0.70927,groupB
0.130676,0.364011,0.728304,groupA
0.518812,0.470316,0.794675,groupB
0.841353,0.119153,0.60157,groupB
0.512942,0.707535,0.603712,groupB
0.881221,0.466128,0.414931,groupB
0.952907,0.625437,0.40117,groupB
0.605246,0.99811,0.372717,groupB
0.737621,0.775826,0.219752,groupB
0.703428,0.241539,0.818841,groupB
0.168771,0.118496,0.159216,groupA
0,0.052314,0.571969,groupB
0.440223,0.331315,0.41922,groupB
0.886569,0.497939,0.653956,groupB
0.154896,0.730251,0.49704,groupB
0.258278,0.727938,0.264666,groupB
0.990982,0.216369,0.471805,groupB
0.620954,0.345866,0.336395,groupB
0.903686,0.435415,0.272948,groupB
0.24222,0.641528,0.807181,groupB
0.866288,0.579442,0.253036,groupB
0.837472,0.410442,0.300952,groupB
0.821676,0.83575,0.678926,groupB
0.922734,0.299397,0.772437,groupB
0.702233,0.481529,0.907504,groupB
0.862046,0.226566,0.194586,groupA
0.016112,0.136297,0.964017,groupA
0.150249,0.419623,0.328198,groupA
0.644185,0.472634,0.139985,groupA
0.919704,0.711744,0.869935,groupB
0.322886,0.749409,0.307074,groupB
0.620976,0.832876,0.140771,groupB
0.944898,0.257391,0.951823,groupB
0.160144,0.646281,0.983837,groupB
0.664617,0.382244,0.911316,groupB
0.480751,0.012695,0.503738,groupA
0.315788,0.17038,0.54106,groupA
0.162624,0.450909,0.66119,groupA
0.617046,0.302115,0.571985,groupB
0.016306,0.911878,0.083359,groupB
0.623317,0.857232,0.781287,groupB
0.850054,0.932746,0.539041,groupB
0.86531,0.628951,0.488686,groupA
0.855192,0.05675,0.698617,groupB
0.397872,0.574418,0.251025,groupB
0.427512,0.14323,0.730076,groupA
0.423619,0.063417,0.522188,groupA
0.147036,0.873618,0.537642,groupB
0.590876,0.061971,0.102288,groupA
0.615336,0.72499,0.984266,groupB
0.115048,0.521842,0.940912,groupA
0.297295,0.290991,0.395014,groupA
0.67139,0.362275,0.042531,groupB
0.815499,0.647153,0.967354,groupA
0.327558,0.13185,0.622708,groupA
0.047428,0.613712,0.980986,groupA
0.646494,0.03976,0.596493,groupA
0.411388,0.69477,0.983608,groupB
0.617912,0.908665,0.77157,groupB
0.486662,0.006187,0.31883,groupA
0.858564,0.445497,0.373484,groupA
0.613988,0.46961,0.249641,groupB
0.3842,0.922401,0.233574,groupB
0.98077,0.209688,0.266678,groupB
0.449064,0.33839,0.86646,groupB
0.830728,0.606811,0.564419,groupB
0.802949,0.702014,0.142315,groupB
0.926442,0.082265,0.448414,groupB
0.467847,0.873319,0.959293,groupB
0.627203,0.868709,0.735918,groupB
0.180941,0.080335,0.740182,groupA
0.697638,0.457045,0.393148,groupB
0.581543,0.649035,0.736892,groupB
0.890083,0.333088,0.728791,groupA
0.1314,0.33034,0.094397,groupA
0.521547,0.623097,0.596915,groupB
0.826232,0.826854,0.828388,groupB
0.682981,0.980717,0.221852,groupB
0.793257,0.704201,0.000209,groupB
0.290782,0.420337,0.041403,groupB
0.53249,0.830574,0.629194,groupB
0.64923,0.155234,0.141728,groupB
0.093942,0.862791,0.510705,groupB
0.329927,0.690748,0.541171,groupB
0.401017,0.563626,0.640772,groupB
0.273281,0.03041,0.022178,groupA
0.647645,0.952385,0.302428,groupB
0.842721,0.330324,0.109621,groupB
0.24305,0.572719,0.43624,groupB
0.220643,0.878079,0.475095,groupB
0.795957,0.586689,0.936869,groupB
0.484703,0.852817,0.421278,groupB
0.440686,0.981632,0.553687,groupB
0.669383,0.479695,0.122216,groupB
0.973656,0.852607,0.15155,groupB
0.157798,0.602952,0.831444,groupA
0.090672,0.057531,0.875894,groupA
0.597584,0.934184,0.493202,groupB
0.619919,0.853448,0.673376,groupB
0.489559,0.186419,0.354589,groupA
0.733955,0.875753,0.767994,groupB
0.45511,0.73554,0.335782,groupB
0.28885,0.711385,0.912898,groupB
0.433997,0.422075,0.395584,groupB
0.748406,0.053857,0.696724,groupB
0.314828,0.786417,0.696066,groupB
0.138354,0.385811,0.938788,groupA
0.262275,0.03354,0.896542,groupA
0.901355,0.957238,0.08051,groupB
0.243411,0.776665,0.917029,groupB
0.218214,0.950333,0.656544,groupB
0.7609,0.211736,0.281867,groupB
0.269637,0.048161,0.349742,groupB
0.26242,0.528173,0.280165,groupB
0.728863,0.966697,0.384847,groupB
0.442943,0.16835,0.137555,groupA
0.091046,0.295741,0.304456,groupA
0.380714,0.758714,0.50473,groupB
0.898448,0.465577,0.44725,groupB
0.832736,0.425255,0.794091,groupB
0.003456,0.278575,0.821551,groupA
0.996457,0.64644,0.343553,groupA
0.215074,0.493248,0.821072,groupB
0.593726,0.126344,0.852364,groupB
0.252705,0.030516,0.298529,groupA
0.703024,0.332961,0.427615,groupB
0.262571,0.721706,0.820574,groupB
0.233931,0.400716,0.507333,groupA
0.543538,0.894323,0.251989,groupB
0.634754,0.443778,0.644308,groupB
0.32362,0.795304,0.672895,groupB
0.996376,0.249225,0.210253,groupB
0.308288,0.973226,0.571123,groupB
0.884931,0.054593,0.266005,groupB
0.637654,0.74774,0.278511,groupB
0.093713,0.572405,0.550637,groupA
0.856786,0.913688,0.730448,groupB
0.887143,0.617314,0.825345,groupB
0.805603,0.367372,0.463076,groupB
0.801155,0.524227,0.12232,groupB
0.52868,0.098496,0.991133,groupA
0.61905,0.866521,0.153867,groupB
0.319172,0.007165,0.322146,groupA
0.813173,0.085576,0.817967,groupB
0.023683,0.197704,0.276932,groupA
0.949991,0.961207,0.838864,groupB
0.725692,0.266933,0.459745,groupA
0.297878,0.540115,0.329272,groupB
0.257185,0.885042,0.049587,groupA
0.778452,0.224009,0.609474,groupB
0.112203,0.757353,0.815766,groupA
0.944502,0.841103,0.343542,groupA
0.652199,0.293781,0.47548,groupB
0.895209,0.098929,0.34406,groupB
0.668263,0.869817,0.586522,groupB
0.064681,0.843828,0.838368,groupB
0.798409,0.025186,0.37098,groupB
0.848329,0.974752,0.707944,groupB
0.247064,0.002815,0.350968,groupA
0.146746,0.190367,0.187115,groupA
0.000318,0.735001,0.525495,groupA
0.801088,0.558599,0.110746,groupB
0.450849,0.962527,0.733386,groupB
0.704568,0.661876,0.285265,groupB
0.810879,0.181504,0.770259,groupB
0.265971,0.621456,0.152354,groupB
0.590728,0.483197,0.744073,groupB
0.455709,0.919808,0.253409,groupA
0.16099,0.207134,0.625393,groupA
0.209806,0.378672,0.938571,groupA
0.370137,0.780372,0.744676,groupB
0.802436,0.351199,0.236532,groupB
0.906864,0.207836,0.096671,groupB
0.879173,0.085515,0.261417,groupB
0.681373,0.307549,0.858877,groupB
0.887818,0.792568,0.51903,groupA
0.322434,0.913396,0.589843,groupB
0.552028,0.780212,0.298112,groupB
0.033639,0.073012,0.592187,groupA
0.627194,0.060919,0.354181,groupA
0.369874,0.600273,0.3894,groupB
0.522975,0.53837,0.0724,groupB
0.813732,0.873947,0.602359,groupB
0.649375,0.773905,0.155646,groupB
0.12352,0.478432,0.436253,groupA
0.953067,0.250307,0.816061,groupB
0.452602,0.097921,0.566432,groupA
0.963386,0.924559,0.721578,groupB
0.953009,0.87293,0.500038,groupB
0.724422,0.293727,0.658492,groupB
0.196685,0.571451,0.185728,groupB
0.9416,0.132147,0.024373,groupB
0.471369,0.843439,0.352265,groupB
0.328946,0.668219,0.857689,groupB
0.287079,0.601886,0.738069,groupA
0.286267,0.656785,0.473081,groupB
0.615912,0.084696,0.312413,groupB
0.771065,0.145152,0.376041,groupB
0.092613,0.474569,0.585381,groupA
0.540484,0.901738,0.969558,groupB
0.881037,0.798985,0.976809,groupB
0.892024,0.85247,0.816384,groupB
0.944382,0.357056,0.454289,groupB
0.292297,0.70527,0.184378,groupB
0.798517,0.864235,0.005416,groupB
0.826706,0.891715,0.0963,groupB
0.8289,0.787951,0.572206,groupB
0.988306,0.699918,0.263649,groupB
0.433539,0.101442,0.291178,groupA
0.116333,0.130891,0.287586,groupA
0.634422,0.665875,0.241502,groupB
0.562784,0.097849,0.261781,groupA
0.411308,0.99494,0.466966,groupB
0.441852,0.125518,0.529656,groupA
0.647725,0.197537,0.706972,groupB
0.358589,0.6203,0.447184,groupB
0.828083,0.502885,0.625743,groupB
0.863424,0.221172,0.096992,groupB
0.483776,0.440696,0.185312,groupA
0.874872,0.841321,0.820537,groupB
0.150065,0.934956,0.971502,groupB
0.690778,0.653251,0.526411,groupB
0.529127,0.522707,0.32003,groupA
0.152297,0.868141,0.665486,groupB
0.727752,0.506774,0.337142,groupB
0.735641,0.867267,0.160194,groupB
0.399822,0.002489,0.653492,groupA
0.377279,0.154641,0.261421,groupA
0.012369,0.545915,0.582705,groupA
0.269117,0.186791,0.731083,groupA
0.384463,0.145408,0.711145,groupA
0.945131,0.971037,0.436558,groupB
0.666148,0.238643,0.609909,groupB
0.813022,0.304386,0.379506,groupA
0.561952,0.62029,0.114638,groupA
0.521604,0.973542,0.944069,groupB
0.008176,0.804799,0.434898,groupB
0.207889,0.179163,0.178014,groupA
0.374668,0.622509,0.613073,groupB
0.939157,0.780745,0.579636,groupB
0.192514,0.487116,0.572071,groupA
0.733511,0.719046,0.229289,groupB
0.194512,0.037864,0.787667,groupA
0.281043,0.025477,0.010788,groupA
0.014417,0.361911,0.082508,groupA
0.399008,0.88011,0.348489,groupB
0.557296,0.653801,0.367797,groupA
0.572617,0.084507,0.801416,groupA
0.688688,0.735128,0.500237,groupB
0.602156,0.432546,0.346596,groupB
0.648599,0.802849,0.930445,groupB
0.799581,0.368372,0.544216,groupB
0.525441,0.49456,0.488032,groupB
0.886955,0.862836,0.857003,groupB
0.61055,0.196528,0.259396,groupB
0.811085,0.466065,0.17274,groupB
0.389085,0.857605,0.314393,groupB
0.457274,0.572463,0.327179,groupB
0.785155,0.120591,0.747901,groupA
0.192732,0.584032,0.831986,groupB
0.696532,0.281634,0.941031,groupB
0.858273,0.413431,0.304386,groupB
0.020131,0.972171,0.039736,groupB
0.682092,0.095442,0.432227,groupB
0.578227,0.111129,0.834384,groupA
0.983827,0.493077,0.030282,groupB
0.212131,0.215918,0.159517,groupA
0.769987,0.84918,0.580195,groupB
0.567249,0.699512,0.269479,groupB
0.45717,0.284174,0.921457,groupB
0.846258,0.913948,0.867367,groupB
0.022616,0.387848,0.725477,groupA
0.725262,0.086185,0.383425,groupB
0.844718,0.179188,0.016159,groupB
0.08109,0.777942,0.024703,groupB
0.464241,0.844551,0.445721,groupB
0.683972,0.802483,0.115156,groupB
0.970284,0.392123,0.431539,groupB
0.012941,0.250753,0.657685,groupA
0.284407,0.945873,0.031815,groupB
0.446,0.428711,0.283274,groupB
0.400495,0.30388,0.280555,groupB
0.895961,0.011061,0.8736,groupB
0.740607,0.927566,0.260264,groupA
0.518032,0.213136,0.799175,groupB
0.557499,0.092017,0.087529,groupA
0.981812,0.909384,0.216148,groupB
0.58698,0.899056,0.139436,groupB
0.655841,0.371249,0.585431,groupB
0.70557,0.518857,0.209398,groupB
0.127555,0.098763,0.735316,groupB
0.709268,0.173233,0.788666,groupB
0.096376,0.799623,0.403663,groupB
0.558766,0.669028,0.078669,groupB
0.683323,0.751633,0.489829,groupB
0.021977,0.667894,0.608781,groupB
0.094494,0.437564,0.03033,groupA
0.506309,0.932346,0.654358,groupB
0.362318,0.515641,0.293701,groupB
0.591477,0.788698,0.801727,groupB
0.125754,0.663803,0.137516,groupB
0.47708,0.681362,0.467081,groupB
0.687321,0.841041,0.834006,groupB
0.494352,0.313275,0.71338,groupB
0.565001,0.103638,0.71485,groupA
0.522274,0.573304,0.225671,groupB
0.240893,0.600002,0.330722,groupB
0.078265,0.02258,0.652178,groupA
0.599503,0.407434,0.839092,groupB
0.028998,0.739098,0.493179,groupB
0.792523,0.450813,0.343346,groupB
0.136679,0.985799,0.862507,groupB
0.733503,0.711856,0.280385,groupB
0.565546,0.955414,0.315081,groupB
0.565995,0.113932,0.244235,groupA
0.482498,0.031442,0.416996,groupA
0.427886,0.074516,0.600239,groupB
0.162083,0.225518,0.489213,groupA
0.510332,0.892723,0.044003,groupB
0.55357,0.559387,0.495679,groupB
0.186018,0.539672,0.613401,groupB
0.047033,0.634613,0.993478,groupA
0.67318,0.18005,0.345488,groupB
0.913441,0.215625,0.015183,groupB
0.028407,0.199281,0.96948,groupA
0.66637,0.361562,0.75773,groupB
0.305168,0.451427,0.083571,groupB
0.840224,0.325864,0.893832,groupA
0.629893,0.627004,0.066962,groupA
0.130145,0.907888,0.782334,groupB
0.468853,0.988529,0.653758,groupB
0.001496,0.316709,0.523102,groupA
0.051532,0.009595,0.007732,groupA
0.953514,0.87204,0.609218,groupB
0.935088,0.763707,0.991322,groupB
0.477747,0.632579,0.773566,groupB
0.663974,0.757145,0.080053,groupB
0.222772,0.51709,0.36848,groupB
0.442524,0.017219,0.012675,groupA
0.966958,0.058276,0.191317,groupB
0.50057,0.052624,0.634249,groupA
0.741999,0.343308,0.308838,groupB
0.811748,0.87381,0.608398,groupA
0.832973,0.575937,0.924248,groupB
0.422027,0.876788,0.775915,groupB
0.648447,0.413781,0.621201,groupB
0.457621,0.200618,0.553065,groupA
0.061453,0.325239,0.419262,groupA
0.431129,0.317753,0.201382,groupB
0.77072,0.159102,0.956055,groupB
0.967952,0.939314,0.411092,groupB
0.085321,0.308531,0.50597,groupA
0.616641,0.220206,0.674989,groupB
0.205089,0.294906,0.780405,groupA
0.216051,0.516315,0.819687,groupB
0.616706,0.80683,0.161415,groupB
0.186088,0.336412,0.090034,groupA
0.265639,0.666811,0.314355,groupB
0.982998,0.141668,0.663965,groupB
0.967493,0.182264,0.957609,groupB
0.078775,0.47906,0.052551,groupA
0.907287,0.747877,0.412003,groupA
0.976184,0.842615,0.26947,groupB
0.105264,0.678719,0.929943,groupB
0.736101,0.734957,0.305348,groupB
0.705935,0.963834,0.321271,groupB
0.073335,0.784744,0.151479,groupB
0.737506,0.834444,0.759962,groupB
0.799439,0.526596,0.709956,groupB
0.512868,0.436234,0.672434,groupB
0.382025,0.660108,0.327897,groupB
0.762525,0.267174,0.713215,groupA
0.153796,0.307029,0.591923,groupA
0.475314,0.396605,0.436936,groupB
0.505794,0.832605,0.139087,groupB
0.30258,0.425759,0.567881,groupB
0.733975,0.47033,0.011735,groupA
0.46024,0.822564,0.589293,groupB
0.134216,0.239889,0.766229,groupA
0.426934,0.725009,0.75844,groupB
0.551978,0.858066,0.465868,groupB
0.24404,0.537752,0.141963,groupB
0.534256,0.255752,0.711048,groupA
0.383037,0.561587,0.458248,groupB
0.229434,0.160936,0.9691,groupA
0.58455,0.454892,0.449876,groupB
0.698008,0.371136,0.83192,groupB
0.336736,0.554871,0.25832,groupB
0.960568,0.850147,0.785282,groupB
0.403581,0.047945,0.761476,groupA
0.199416,0.50909,0.724576,groupB
0.044293,0.965459,0.246622,groupB
0.876503,0.737262,0.917085,groupA
0.444021,0.847267,0.990493,groupB
0.30418,0.435993,0.326338,groupB
0.667516,0.340942,0.548053,groupB
0.607664,0.251101,0.047552,groupB
0.572957,0.441541,0.379269,groupB
0.561473,0.268678,0.30365,groupB
0.831852,0.735526,0.997392,groupB
0.87434,0.329847,0.951962,groupB
0.267685,0.450973,0.901565,groupB
0.151725,0.738864,0.680661,groupB
0.612783,0.290952,0.448672,groupB
0.9021,0.954265,0.514369,groupB
0.110559,0.350718,0.91335,groupA
0.261456,0.200687,0.073906,groupA
0.119643,0.990439,0.993582,groupB
0.626821,0.685238,0.748556,groupB
0.43537,0.155411,0.203898,groupA
0.967741,0.438313,0.03065,groupB
0.794584,0.154489,0.896055,groupB
0.091772,0.696058,0.517777,groupB
0.699061,0.434548,0.445597,groupA
0.726064,0.022681,0.212589,groupB
0.128003,0.907092,0.54416,groupB
0.261403,0.201236,0.682563,groupA
0.018953,0.161088,0.309228,groupB
0.92148,0.217495,0.336442,groupB
0.745128,0.763359,0.962322,groupB
0.093267,0.55377,0.90251,groupB
0.42326,0.592483,0.645062,groupB
0.842709,0.45288,0.853333,groupB
0.379383,0.569564,0.083865,groupB
0.080063,0.692942,0.326339,groupB
0.251003,0.946016,0.056228,groupB
0.323967,0.957311,0.728441,groupB
0.123706,0.838683,0.816977,groupB
0.351292,0.849119,0.498855,groupB
0.332879,0.629711,0.582608,groupB
0.538991,0.817945,0.444763,groupB
0.143782,0.68039,0.069979,groupB
0.612456,0.123592,0.377058,groupA
0.842044,0.389731,0.710325,groupB
0.572375,0.151078,0.494953,groupB
0.224441,0.829145,0.080645,groupB
0.795756,0.627421,0.809293,groupB
0.271108,0.974618,0.418569,groupB
0.400144,0.111797,0.315959,groupB
0.675835,0.038722,0.196371,groupA
0.946401,0.551848,0.908231,groupB
0.842819,0.934543,0.828654,groupB
0.420894,0.61798,0.450186,groupB
0.190673,0.37954,0.401521,groupA
0.015117,0.815521,0.71958,groupB
0.759652,0.471512,0.342124,groupB
0.252325,0.161446,0.947484,groupB
0.765309,0.762075,0.43078,groupB
0.359627,0.648439,0.513088,groupB
0.240599,0.942356,0.027728,groupB
0.875871,0.229681,0.840807,groupB
0.181459,0.586563,0.928088,groupB
0.66082,0.689013,0.020922,groupB
0.957751,0.664443,0.760526,groupB
0.527416,0.263018,0.289043,groupB
0.311844,0.515666,0.335071,groupB
0.968841,0.340304,0.428803,groupB
0.690593,0.161287,0.041955,groupB
0.821723,0.875493,0.462324,groupB
0.532761,0.471314,0.666778,groupB
0.835959,0.403368,0.845463,groupB
0.159502,0.346054,0.072641,groupB
0.206101,0.205313,0.899206,groupA
0.291257,0.526502,0.051433,groupB
0.148107,0.430441,0.093652,groupA
0.714081,0.431726,0.032988,groupA
0.888483,0.733565,0.262966,groupB
0.723012,0.093155,0.49408,groupB
0.805797,0.057477,0.778661,groupB
0.958536,0.477686,0.417819,groupB
0.211642,0.991333,0.7089,groupB
0.607074,0.881886,0.22875,groupB
0.84951,0.431153,0.799173,groupB
0.34487,0.451541,0.901057,groupB
0.067942,0.113801,0.411952,groupA
0.688008,0.439521,0.843829,groupB
0.792939,0.068912,0.418915,groupB
0.092536,0.881428,0.563515,groupB
0.295123,0.808191,0.836189,groupB
0.915768,0.562322,0.023809,groupB
0.680774,0.33001,0.148934,groupB
0.572994,0.578853,0.356136,groupB
0.177061,0.669892,0.604387,groupB
0.734002,0.657868,0.810716,groupB
0.891516,0.542941,0.500379,groupB
0.084047,0.374036,0.59118,groupA
0.716282,0.880321,0.091604,groupB
0.577449,0.822201,0.141644,groupA
0.664219,0.582094,0.933696,groupB
0.021962,0.273837,0.736873,groupA
0.45095,0.659734,0.261809,groupB
0.970892,0.345985,0.599323,groupB
0.24858,0.814676,0.389607,groupB
0.11306,0.246994,0.249098,groupA
0.379941,0.7646,0.62637,groupB
0.416103,0.914572,0.676029,groupB
0.01038,0.291472,0.768286,groupA
0.1018,0.878399,0.008235,groupB
0.32705,0.158151,0.269236,groupA
0.828949,0.483805,0.904665,groupB
0.61915,0.434581,0.802272,groupB
0.099166,0.200117,0.773302,groupA
0.538745,0.419786,0.576068,groupB
0.974272,0.761121,0.278846,groupB
0.996219,0.308199,0.423154,groupB
0.403695,0.993801,0.037917,groupB
0.853465,0.690607,0.964263,groupB
0.832949,0.177102,0.936717,groupB
0.20255,0.551934,0.965227,groupB
0.728336,0.011086,0.625878,groupB
0.716203,0.994743,0.552628,groupB
0.417017,0.987612,0.922231,groupB
0.135042,0.822032,0.205894,groupB
0.346175,0.751109,0.131119,groupB
0.120294,0.669221,0.263334,groupB
0.386435,0.690365,0.396369,groupB
0.314256,0.928824,0.174139,groupB
0.137443,0.363168,0.969758,groupB
0.142509,0.738296,0.425125,groupA
0.178631,0.78599,0.220089,groupB
0.269372,0.985848,0.021522,groupB
0.044045,0.767591,0.90951,groupB
0.673105,0.268381,0.073254,groupB
0.86712,0.268102,0.773085,groupB
0.93537,0.690462,0.763393,groupB
0.166304,0.364054,0.783713,groupA
0.72655,0.736931,0.016807,groupB
0.852049,0.323684,0.951476,groupB
0.001849,0.144989,0.8534,groupA
0.052135,0.55364,0.938716,groupA
0.019585,0.97334,0.490627,groupB
0.850397,0.990302,0.866738,groupB
0.515981,0.382487,0.915644,groupB
0.50104,0.368871,0.329407,groupB
0.412507,0.329012,0.123001,groupB
0.697748,0.896967,0.065617,groupB
0.011541,0.386472,0.364371,groupA
0.035329,0.573186,0.050775,groupB
